código,glosa,clasificación
3170280,CONTRIBUTION OF MITOCHONDRIAL DNA HETEROPLASMY TO THE PHENOTYPE OF PATIENTS WITH MATERNALLY TRANSMITTED 22Q11.2 DELETION SYNDROME (VELOCARDIOFACIAL SYNDROME),salud
3170282,ESTUDIO IN SINGULO DE LA ESTABILIDAD DE ESTRUCTURAS DE RNA DEL SEGMENTO S DEL HANTAVIRUS ANDES,salud
3170286,CHARACTERIZATION OF NEUROIMMUNE MOLECULES MODULATING T CELL ACTIVATION DURING HUMAN METAPNEUMOVIRUS INFECTION,salud
3170291,PHENOMENOLOGICAL SIGNATURES OF QUANTUM GRAVITY IN THE EARLY UNIVERSE,otro
3170293,INFLUENCIA DE LA NUTRICION PRE Y POSTNATAL SOBRE LA CONDUCTA ALIMENTARIA Y RENDIMIENTO PRODUCTIVO DE CERDOS POSTDESTETE,salud
3170295,EVALUACION DE LAS EMISIONES DE METANO Y OXIDO NITROSO EN HUMEDALES SUBSUPERFICIALES HIBRIDOS PARA LA DEPURACION DE AGUAS SERVIDAS EN ZONAS RURALES,otro
3170298,LA VIDA DESPUES DE LA LUCHA: TRANSFORMACIONES DE LA MILITANCIA POLITICA EN EL CHILE POST DICTATORIAL (1990-2016),otro
3170307,DEVICE INDEPENDENT DIMENSION WITNESS AND QUANTUMNESS INDICATOR FOR HIGH-DIMENSIONAL SYSTEMS,otro
3170311,LOS CENTROS DEL CONO SUR Y LA PRODUCCION DE SABERES EN TORNO A LA PLANIFICACION Y EL DESARROLLO.,otro
3170313,A REGIONAL SCALE ASSESSMENT OF HYDROLOGIC ALTERATION IN SOUTH-CENTRAL CHILE: IMPLICATIONS IN RIVER FUNCTIONING AND ECOSYSTEM SERVICES PROVISIONING,otro
3170317,"NITROGEN METABOLISM AND ASSOCIATED CARBON COSTS OF A NATIVE AND INVASIVE LEGUME PLANTS IN CHILE, DURING P DEFICIENCY.",otro
3170325,ROL DE LA APEH EN LA ESPERMATOXICIDAD PRODUCIDA POR DICLORVOS,salud
3170328,NOVEL PHOTO ELECTRODE NANOMATERIALS FOR PHOTOELECTROCHEMICAL APPLICATIONS: REDUCTION OF ATMOSPHERIC CO2 INTO HYDROCARBON FUELS AND H2 PRODUCTION VIA WATER SPLITTING,otro
3170330,COMPLEJOS BINUCLEARES DE COBRE COMO CATALIZADORES PARA LA REACCION DE REDUCCION DE OXIGENO.,otro
3170333,USO DE MATERIALES CERAMICOS Y LIQUIDOS IONICOS EN BATERIAS DE LI-ION: ALMACENAMIENTO DE ENERGIA SEGURO PARA APLICACIONES DE ALTA DEMANDA ENERGETICA.,otro
3170338,ADOPCIONES EN CHILE: LA CONSTRUCCION DE NARRATIVAS SOBRE LOS ORIGENES Y LA IDENTIDAD,otro
3170340,ROLE OF PAMPS TREATMENT AND THE PRO-INFLAMMATORY RESPONSE IN THE ACTIVATION OF ATROPHY SIGNALING PATHWAYS IN SKELETAL MUSCLE OF RAINBOW TROUT (ONCORHYNCHUS MYKISS),salud
3170342,MECHANISMS OF WORKING MEMORY IN CHAOTIC NEURAL NETWORKS,otro
3170348,MIGRACION DEL HABITAR VERNACULO. VIVIENDA AYMARA EN LA CIUDAD DE ARICA ENTRE 1950 Y 1980.,otro
3170349,"CATASTROPHE, OR MODERN PHILOSOPHICAL CLIMES: HUSSERL, HEIDEGGER, AND WORLD",otro
3170352,ELECTRICALLY SELF-HEALING THERMOSET NANOCOMPOSITES BASED ON REVERSIBLE DIELS-ALDER AND HYDROGEN BONDS,otro
3170356,APLICACION BIOTECNOLOGICA DE FLAGELINA Y PEPTIDOS DERIVADOS COMO ADYUVANTE E INMUNOESTIMULANTE EN S. SALAR DURANTE INMUNIZACION E INFECCION CON P. SALMONIS.,salud
3170359,UNRAVELING THE ORIGIN OF ANOMALOUS STELLAR POPULATIONS IN STAR CLUSTERS.,otro
3170360,TOWARDS THE UNDERSTANDING OF HIGH-MASS STAR FORMATION.,otro
3170365,PREVALENCIA Y FUENTES DE EXPOSICION A AFLATOXINA EN UNA POBLACION CON ALTO RIESGO DE CANCERES DE VESICULA BILIAR Y DE ESTOMAGO,salud
3170373,FROM CONFORMAL TECHNIQUES TO INFINITE SYMMETRIES,otro
3170390,"MANIPULATING THE PGE2-EP2 RECEPTOR AXIS OF EQUINE MESENCHYMAL STEM CELLS AS A STRATEGY TO IMPROVE THEIR MIGRATING, HOMING AND BIOLOGICAL POTENTIAL IN VITRO",salud
3170392,SONIDO SUBMAREAL DE ISLAS OCEANICAS COMO SEÑAL DE ORIENTACION PARA EL ASENTAMIENTO DE INVERTEBRADOS Y PECES: - SONIDOS ANTROPOGENICOS (MOTORES FUERA DE BORDA) ENCUBREN LA SEÑAL?,otro
3170397,CENTRING A SYSTEM IN THE MIDDLE: BEYOND PARTICIPATION IN THE CHILEAN UNIVERSITY,otro
3170398,OPTIMIZACION DE LA TECNICA VOLTAMPEROMETRIA DE STRIPPING DE ADSORCION PARA LA DETERMINACION DE IONES METALICOS UTILIZANDO ELECTRODOS AMIGABLES CON EL MEDIOAMBIENTE. ESTUDIO FISICOQUIMICO DEL PROCESO DE ADSORCION.,otro
3170399,BUILDING SUSTAINABLE ENERGY SYSTEMS TIED TO GRID: A RESEARCH PROJECT PARTNERSHIP WITH CHILECTRA TO INSTALL HOMEOSTATICALLY CONTROLLED MICROGRIDS IN APARTMENT BUILDINGS.,otro
3170400,EXPERIMENTAL ADVANCES IN QUANTUM STATE DISCRIMINATION AND QUANTUM STATE TOMOGRAPHY,otro
3170402,"ESTUDIO HISTORICO DE LAS CATASTROFES NATURALES, ENTRE CULTURA JURIDICA, ACTIVIDAD LEGISLATIVA Y PRAXIS INSTITUCIONAL (SIGLOS XVII-XIX)",otro
3170404,GENETIC VARIATION IN TRANSCRIPTION FACTOR BINDING SITES UNDERLYING NITROGEN ASSIMILATION DIFFERENCES IN YEAST ISOLATES,otro
3170409,SUJETOS DESTITUIDOS Y NUEVAS FORMAS DE LA COMUNIDAD EN LA NARRATIVA CHILENA Y ARGENTINA RECIENTE.,otro
3170411,"SCATTERING AND SPECTRAL THEORY FOR QUANTUM HAMILTONIANS, WITH INVERSE PROBLEMS AND ANALYSIS OF PDE'S",otro
3170420,"DISTRIBUTION AND TROPHIC PATTERNS OF THE ICHTHYOPLANKTON COMMUNITY IN FJORDS, CHANNELS AND OFFSHORE LOCATIONS OF THE CHILEAN NORTH PATAGONIA: EFFECT OF ENVIRONMENTAL VARIABILITY ON LARVAL ASSEMBLAGES.",otro
3170422,THE ATTRACTING POWER OF A CAPILLARY TRAP,otro
3170423,CARACTERIZACION DE LAS EXPERIENCIAS DE ENSEÑANZA Y APRENDIZAJE EN LA FORMACION DOCENTE INICIAL: UN ESTUDIO EXPLORATORIO,otro
3170424,HOMING OF B CELLS TO THE THYMUS AND ITS CONTRIBUTION TO PROTECTIVE AND AUTOIMMUNE HUMORAL RESPONSES,salud
3170427,EVALUATION OF THE MOLECULAR STABILITY OF CYLINDRIN-LIKE STRUCTURES VIA MICROSECOND MOLECULAR DYNAMICS SIMULATIONS,salud
3170428,HYDROLOGIC VULNERABILITY TO CLIMATE CHANGE AND ITS RELATION WITH CATCHMENT BIOPHYSICAL CHARACTERISTICS.,otro
3170431,GEOMETRIA Y DINAMICA DE FOLIACIONES Y ACCIONES DE GRUPOS,otro
3170433,"ESTUDIO DE RECEPTORES OLFATIVOS PARA LA IDENTIFICACION DE MOLECULAS ANTAGONISTAS HACIA LA CONDUCTA SEXUAL DE HEMBRAS DE LA POLILLA DE LA CERA, GALLERIA MELLONELLA",otro
3170434,STRUCTURAL DETERMINANTS OF THE PERMEATION THROUGH TWO-PORE CHANNELS (TPC) FROM PLANTS AND ANIMALS,salud
3170435,ON THE CHAOS PROPAGATION PROPERTY FOR INTERACTING PARTICLE SYSTEMS COUPLED BY DIFFERENT NOISE TERMS AND CONSISTENCY WITH THE MEAN FIELD LIMIT EQUATIONS,otro
3170437,ON THE SUPERSYMMETRIC EXTENSION OF GRAVITY THEORIES,otro
3170438,GEOMETRIC FORMULATION OF (SUPER)GRAVITY THEORIES AND BLACK HOLE SOLUTIONS,otro
3170443,DESARROLLO DE MICROMOTORES DE GRAFENO-METAL PARA LA DETECCION DE ADN METILADO COMO BIOMARCADOR DE CANCER,salud
3170446,ARISTOTELIAN CAUSES IN MODERN COSMOLOGY? CHARLES DE KONINCK'S PHILOSOPHY OF SCIENCE,otro
3170449,EVALUACION Y CARACTERIZACION DEL EFECTO ANTITUMORAL IN VITRO E IN VIVO DE VECTORES BACTERIANOS QUE PRODUCEN LOS PEPTIDOS MICROCINA E492 O MICROCINA L492,salud
3170453,DIASPORA DE LA NACION PORTUGUESA EN TIERRAS DEL REY DE ESPAÑA: EL CASO DEL VIRREINATO PERUANO DURANTE EL SIGLO XVII.,otro
3170455,ALGUNOS PROBLEMAS PARA GRUPOS DE HOMEOMORFISMOS DE SUPERFICIES,otro
3170459,MADRES Y PADRES TRABAJADORES RESPONSABLES DE SUS HIJOS EN CHILE: INTERPRETACIONES DEL CUIDADO SOCIAL EN CLAVE DE CIUDADANIA.,otro
3170464,BONE MORPHOGENETIC PROTEIN SIGNALING IN THE NORMAL AND REGENERATING VERTEBRATE NEUROMUSCULAR JUNCTION,salud
3170467,IRON NANOPARTICLES AS PROMOTOR FOR CELL GROWTH AND ACCUMULATION OF HIGH-VALUE LIPIDS IN MARINE AND FRESHWATER MICROALGAE,otro
3170468,"RELATOS QUE HABLAN DESDE EL SILENCIO. EUGENIO GONZALEZ, ROBERTO MEZA, ALBERTO ROMERO Y TEOFILO CID ANTE LA DICTADURA DE CARLOS IBAÑEZ DEL CAMPO",otro
3170473,"""IMAGINARIOS DE LA CRIMINALIZACION Y LA DESCRIMINALIZACION DEL MOVIMIENTO ESTUDIANTIL CHILENO: ACCIONES/REACCIONES SOCIALES Y DISTORSION MEDIATICA EN LAS CIUDADES DE SANTIAGO Y CONCEPCION"".",otro
3170474,MECANICA CUANTICA DEFORMADA SOBRE SUPERFICIES CURVAS Y BUSQUEDA DE AUTO-CONSISTENCIA EN GRAVEDAD SEMI-CLASICA,otro
3170476,A BIOMIMETIC MEMBRANE WITH HIGHLY ASYMMETRIC WATER TRANSPORT PROPERTIES,otro
3170478,MEJORAMIENTO DE LA ACTIVIDAD ANTIFUNGICA CONTRA BOTRYTIS CINEREA DE COMPUESTOS FENOLICOS,salud
3170480,FERMION PARTNER-VECTOR RESONANCES IN COMPOSITE HIGGS MODELS,otro
3170484,PREDICANDO EL ESPACIO: LOS SERMONARIOS FRANCISCANOS EN NAHUATL DEL SIGLO XVI Y LA INSTRUCCION DE UNA NUEVA TERRITORIALIDAD,otro
3170485,STUDY OF STRATIFIED OPTIMAL CONTROL PROBLEMS VIA LEVEL-SETS APPROACH: THEORY AND APPLICATIONS,otro
3170488,CONSTRAINT-BASED MODEL OF METABOLISM INTEGRATING CELLULAR METABOLIC CYCLES AND METABOLIC-EPIGENETIC INTERACTIONS,salud
3170489,EXPLOITING CHILEAN-BASED INSTRUMENTS FOR EXOPLANET CHARACTERIZATION AND FOLLOW-UP,otro
3170490,SINTESIS DE NANOCRISTALES SEMICONDUCTORES SOLUBLES EN AGUA Y LA ELABORACION DE NANOCOMPOSITOS DE QUANTUM DOTS Y PELICULAS ELASTOMERICAS CON PROPIEDADES AJUSTABLES,otro
3170495,LENGUAJE ESPECULATIVO Y AUTORREFERENCIA EN LA CIENCIA DE LA LOGICA DE HEGEL,otro
3170497,ROLE OF PARVALBUMIN INTERNEURONS IN FUNCTIONAL CONNECTIVITY OF THE AMYGDALA-HIPPOCAMPAL-PREFRONTAL CORTICAL CIRCUITS IN A GENETIC MOUSE MODEL OF ANXIETY.,salud
3170500,HETEROGENEIDAD EN EL AULA: DISCURSOS PEDAGOGICOS DE LOS ESTUDIANTES DE FORMACION INICIAL,otro
3170502,UNA PLATAFORMA DE PERSONALIZACION EN MASA PARA REDUCIR EL CONSUMO ENERGETICO DE CICLO DE VIDA EN VIVIENDA SOCIAL CHILENA,otro
3170504,CULTURAS POLITICAS CONTESTATARIAS EN EL MOVIMIENTO ESTUDIANTIL UNIVERSITARIO (2012-2017). NARRATIVAS DE UN PROCESO EN CURSO.,otro
3170505,THE INFLUENCE OF PHYSICAL AND CHEMICAL PROPERTIES IN ÑADI SOILS UNDER DIFFERENT LAND USES ON THE STRUCTURE AND FUNCTION OF NITROGEN-TRANSFORMING BACTERIAL COMMUNITIES,otro
3170507,"DISEÑO, SINTESIS, CARACTERIZACION Y EVALUACION DE COMPUESTOS BIOORGANOMETALICOS BASADOS EN PEPTIDOS TERAPEUTICOS",salud
3170509,"DISEÑO, PROPIEDADES Y PROCESAMIENTO DE POLIMEROS INTELIGENTES ANISOTROPOS PARA TECNOLOGIA CRISTAL LIQUIDO.",otro
3170511,MECANISMOS BIOQUIMICOS Y MOLECULARES EN EL ESTABLECIMIENTO DE TOLERANCIA A ESTRES OXIDATIVO INDUCIDO POR COBRE EN LA MACROALGA MARINA ULVA COMPRESSA (CLOROPHYTA).,salud
3170512,EL PROCESO DE CONFORMACION DE CONJUNTOS HABITACIONALES Y SU ADAPTACION AL TEJIDO URBANO DE LOS CERROS DE VALPARAISO DURANTE EL SIGLO XX: UN CASO DE RESPUESTAS LOCALES A TENDENCIAS GLOBALES.,otro
3170513,BENCHMARK SUBSTELLAR COMPANIONS AS EXTRASOLAR PLANETS ANALOGUES,otro
3170516,"EFECTO INSECTICIDA Y REPELENTE DE ACEITES ESENCIALES ENCAPSULADOS POR LA TECNICA ""LAYER-BY-LAYER"" PARA EL CONTROL DE PLAGAS AGRICOLAS.",salud
3170518,CHALCONES AS NOVEL AND SELECTIVE INHIBITORS OF TRPV1 ACTIVITY,salud
3170521,TRANSITION BETWEEN DIOECY AND HERMAPHRODITISM: THE TRIOECY OF SEMIMYTILUS ALGOSUS (MOLLUSCA:BIVALVIA) CHALLENGES THE EVOLUTIONARY PARADIGMS IN ANIMAL REPRODUCTIVE SYSTEMS,salud
3170522,HOST-PARASITE SYSTEMS AS A MODEL FOR UNDERSTANDING THE IMPACTS OF OCEAN ACIDIFICATION AND TEMPERATURE ON SPECIES INTERACTIONS: EXPLORING PATTERNS AND MECHANISMS ALONG THE NATURAL ENVIRONMENTAL GRADIENT OF THE CHILEAN COAST.,otro
3170523,CONTRIBUCION DE LA MICROBIOTA RIZOSFERICA A LA TOLERANCIA DE SOLANUM LYCOPERSICUM AL DEFICIT HIDRICO Y SU EFECTO SOBRE EL SISTEMA RADICAL.,otro
3170525,"RAZONAMIENTO ANALOGICO VERBAL (RAV) Y DESARROLLO DE LENGUAJE: COMPONENTES LINGUISTICOS, DE MEMORIA Y RAZONAMIENTO EN UN MODELO DE RAV EN PREESCOLARES CON TRASTORNO DEL LENGUAJE (TEL) Y DESARROLLO TIPICO (DTL)",salud
3170527,UNVEILING THE PHYSICS OF AGN THROUGH MULTIWAVELENGTH VARIABILITY,otro
3170528,DISCRIMINACION RACIAL Y PREJUICIO EN LAS ESCUELAS DE LA REGION METROPOLITANA: INFLUENCIA DE LA DISCRIMINACION EN EL AJUSTE PSICOSOCIAL DE LOS/AS ALUMNOS/AS Y VARIABLES PREDICTORAS DEL PREJUICIO.,otro
3170529,ANTICIPATING CRISES IN STRESSED SOCIO-ECOLOGICAL SYSTEMS: DEVELOPING FRACTAL EARLY-WARNING INDICATORS FOR AQUACULTURE AND FISHERIES IN CHILE,otro
3170532,TESTING TEMPORAL QUANTUM CORRELATIONS.,otro
3170533,SPATIO-TEMPORAL ANALYSIS OF AN OPTICAL CHAOTIC SIGNAL PROPAGATING THROUGH ATMOSPHERIC TURBULENCE,otro
3170534,EFFICIENT COMPRESSED INDEXES CONSTRUCTION FOR MULTICORE ARCHITECTURES,otro
3170543,GOING WITH THE (OUT)FLOW: LINKING STAR FORMATION AND OUTFLOWS WITH MUSE,otro
3170544,"DIAGRAM ALGEBRAS, TOWERS OF TEMPERLEY-LIEB ALGEBRAS, MARKOV TRACE AND CELLULARITY.",otro
3170551,PAISAJE EN METAMORFOSIS. EL LUGAR DEL VOLCAN EN LA CULTURA VISUAL DE LAS ARTES Y LAS CIENCIAS EN CHILE. DE LAS PRIMERAS ASCENSIONES DE VOLCANES A LA OBSERVACION AEREA DE ERUPCIONES,otro
3170556,"INFORMATION MEASURES, COMPUTATIONAL INTELLIGENCE TECHNIQUES AND DECISION MAKING SYSTEMS",otro
3170557,UNVEIL DARK ENERGY THROUGH STRUCTURES FORMATION IN OUR UNIVERSE,otro
3170558,LOS DIPUTADOS POR CHILE EN LAS CORTES DE CADIZ Y LA CONSTITUCION DE 1812: REDES ECONOMICAS Y PROYECCIONES POLITICAS,otro
3170560,LA POETICA DE LO EXPERIMENTAL. UN ESTUDIO SOBRE LA POESIA MULTIMODAL EN HISPANOAMERICA,otro
3170567,CARACTERIZACION FUNCIONAL DE LOS GENES EFECTORES IMPLICADOS EN LA VIRULENCIA DE PSEUDOMONAS SYRINGAE PV. ACTINIDIAE: BACTERIA CAUSANTE DE LA ENFERMEDAD DEL CANCRO EN LAS PLANTAS DE KIWI.,salud
3170568,THE CARINA NEBULA COMPLEX: A UNIQUE LABORATORY TO STUDY FEEDBACK OF MASSIVE STAR FORMATION IN INCREDIBLE DETAIL POSSIBLE FOR THE FIRST TIME,otro
3170569,RESPONSABILIDAD SOCIAL HACIA EL PUEBLO MAPUCHE: UN CAMINO HACIA LA CULTURA DE PAZ,otro
3170570,"EMERGENCIA Y CONSTRUCCION DEL PROBLEMA EDUCACIONAL EN CHILE: DE LAS CONTROVERSIAS INSTITUCIONALES A LA AGENDA POLITICA, (2000-2010)",otro
3170574,TOWARDS A BETTER UNDERSTANDING OF MICROBIAL BIOGEOGRAPHY: BROAD-SCALE ELEVATIONAL PATTERNS AND CAUSES OF DIVERSITY IN FREE-LIVING SOIL UNICELLULAR EUKARYOTES.,otro
3170577,THE ROLE OF AXONAL DEGENERATION ON THE PATHOMECHANISM OF NEURODEGENERATIVE DISEASES,salud
3170578,ELUCIDATING THE DYNAMICS OF THE PATAGONIAN ICE SHEET DURING THE LAST DEGLACIATION FROM THE UNDERWATER GEOMORPHOLOGY OF LAKE GENERAL CARRERA,otro
3170583,GRAPHENE BASED METAL OXIDES AND METAL SULFIDE NANOCOMPOSITES FOR FLEXIBLE SUPERCAPACITORS,otro
3170590,NUEVA PERSPECTIVA DE SONDAS DUALES NITROXIDO-FLUOROFORO EN PEPTIDOS: ESTUDIO DE SU INTERACCION CON BICAPAS LIPIDICAS.,salud
3170596,CRIPTOGRAFIA CUANTICA EXPERIMENTAL ENTRE MULTIPLES USUARIOS A TRAVES DE UNA RED DE FIBRA OPTICA SIN REPETIDORES.,otro
3170597,EVOLUTION OF SEX AT RANGE EDGES IN MACROCYSTIS PYRIFERA,otro
3170598,EVALUACION DE LA CONCIENCIA SINTACTICA Y SU ROL EN EL APRENDIZAJE DE LA LECTURA EN ESCOLARES CHILENOS,otro
3170599,UNVEILING ALLOSTERIC PATHWAYS DURING TEMPERATURE-GATING OF TRPV1 CHANNELS USING RATE EQUILIBRIUM FREE ENERGY RELATIONSHIPS,salud
3170600,"REDES, CONFIANZA Y GENERACION DE CIENCIA, TECNOLOGIA E INNOVACION EN LAS CIENCIAS AGRICOLAS DE CHILE ENTRE 1989 Y 2015.",otro
3170601,SOCIALIZACION Y PARTICIPACION. LA VIDA COLECTIVA DE NIÑOS DE TRES AÑOS DE EDAD EN LA EDUCACION PARVULARIA CHILENA,otro
3170609,EVALUACION DEL EFECTO DE LA SUCRALOSA SOBRE LA COMPOSICION Y FUNCION DEL MICROBIOMA INTESTINAL EN SUJETOS SANOS,salud
3170610,MEJORAMIENTO EN LA PRODUCCION DE CAROTENOIDES Y ANTIBIOTICOS POR LA LEVADURA MARINA RHODOTORULA SP. USANDO RESIDUOS ALGAL DE LA INDUSTRIA DE EXTRACCION DE ALGINATO COMO FUENTE DE CARBONO,- salud
3170611,DECIPHERING EROSIONAL PATTERNS AND SEDIMENT TRANSFER PATHS OVER PLEISTOCENE GLACIAL CYCLES IN THE PATAGONIAN ANDES,- otro
3170622,ROLE OF THE UNFOLDED PROTEIN RESPONSE (UPR) STRESS SENSOR IRE1 IN ALS,- salud
3170625,ROL DE LOS ENDOFITOS FOLIARES EN LA FOTOPROTECCION DE DESCHAMPSIA ANTARCTICA EN LA ANTARTICA MARITIMA: EFECTOS SOBRE SU PLASTICIDAD Y DESEMPEÑO ECOFISIOLOGICO.,- otro
3170629,PROTEOMIC TOOLS TO UNDERSTAND THE BIOFERTILIZATION MECHANISMS OF ACCD-PRODUCING PHOSPHOBACTERIA ON LOLIUM PERENNE GROWN IN ACID VOLCANIC SOILS,- salud
3170630,DISCURSO MEDIATICO SOBRE POLITICAS EDUCATIVAS EN CHILE: EL CASO DE LA LEY DE INCLUSION (2014-2015) EN LOS PERIODICOS LA TERCERA Y EL MERCURIO,- otro
3170631,DEVELOPMENT OF HIGHLY STABLE AND EFFICIENT NANOSTRUCTURED CESIUM BASED HYBRID PEROVSKITE SOLAR CELLS BY SOLUTION PROCESSING,- otro
3170640,"DEVELOPING COST-EFFECTIVE, HYBRID AND GREEN ENERGY DEVICES USING METAL CHALCOGENIDES (MC) AS A HOLE TRANSPORTING MATERIAL FOR PEROVSKITE SOLAR CELLS AND AS THE ELECTRODE MATERIAL IN SUPER CAPACITOR.",- otro
3170645,ASTROCYTES IN A PROINFLAMMATORY CONTEXT INCREASE CELL ADHESION BY REGULATING THE ACTIVATION OF RHOA THROUGH THE PHOSPHORYLATION OF RHO MODULATORS BY PKCALPHA,salud
3170647,SISTEMAS MAGNONICOS CONTROLADOS POR CORRIENTES ELECTRICAS,otro
3170651,USE OF REMOTE SENSING DATA TO IMPROVE THE UNDERSTANDING OF SPATIOTEMPORAL VARIABILITY OF ENVIRONMENTAL PROCESS IN ANDES MOUNTAINS,otro
3170653,ASSESSING THE ROLE OF NON-COVALENT INTERACTIONS ONTO THE SELECTIVITY PATTERNS IN PHOSPHINE-PROMOTED ANNULATION REACTIONS: INSIGHTS FOR RATIONAL CATALYSTS DESIGN.,otro
3170657,THE AFTERMATH OF SPECTACULAR OBSERVATIONS: INVESTIGATING THE PHYSICS IN PROTOPLANETARY DISKS,otro
3170659,EFECTO DE NANOPARTICULAS DE COBRE SOBRE LA ESTRUCTURA DE LA MICROBIOTA ORAL HUMANA: MECANISMOS DE TOXICIDAD Y TOLERANCIA.,salud
3170660,PARTICIPATION OF THE PRIMARY CILIUM IN FIBROBLASTS MIGRATION INDUCED BY HYPOXIA,salud
3170661,NUEVOS MATERIALES DE CU(I) BASADOS EN INTERACCIONES SUPRAMOLECULARES NO COVALENTES,otro
3170663,SINTESIS DE COMPLEJOS DE CU(I) Y DISEÑO DE NUEVOS ENSAMBLES DE NANOPARTICULAS METALICAS/COMPLEJOS CU(I) PARA APLICACIONES EN DISPOSITIVOS LEC,otro
3170673,"THE IMPACT OF ""ACTIVATING PROBLEM-SOLVING IN THE CLASSROOM"" (ARPA), PROGRAM ON STUDENTS' PROBLEM SOLVING SKILLS, BEHAVIOR, AND ATTITUDE TOWARD MATHEMATICS, AN EXPLORATORY INVESTIGATION IN O'HIGGINS REGION, CHILE",otro
3170674,GENERACION DE PLANTAS DE LACTUCA SATIVA L. RESISTENTES AL PARDEAMIENTO MEDIANTE LA EDICION DEL GEN QUE CODIFICA PARA LA ENZIMA PPO UTILIZANDO LA TECNOLOGIA CRISPR/CAS 9.,otro
3170676,ENGINEERING CAROTENOID CLEAVAGE DIOXYGENASES FOR OVERPRODUCTION OF RELATED NATURAL AROMAS IN YEAST.,otro
3170677,IMPROVING THE AGRICULTURAL WASTE COMPOSTING THROUGH THE SUPPLY OF NANOCLAYS AND BIOCHAR TO BE USED AS AMENDMENT IN A SUSTAINABLE GRASSLAND MANAGEMENT,otro
3170678,OPTIMIZACION DE LA PRODUCCION DE BUTANOL MEDIANTE CLOSTRIDIUM ACETOBUTYLICUM: ESTUDIO DEL EFECTO COMBINADO DEL TRATAMIENTO CON LACASAS E INGENIERIA EVOLUTIVA SOBRE LA FERMENTACION,otro
3170680,DUST EVOLUTION IN PROTOPLANETARY DISKS WITH COMPLEX MORPHOLOGIES,otro
3170681,EL VOCABULARIO MATEMATICO Y SU INFLUENCIA EN EL APRENDIZAJE MATEMATICO CONCEPTUAL Y PROCEDURAL,otro
3170685,"AFFORDANCES, ECOLOGICAL PSYCHOLOGY, AND THE EXTENDED EVOLUTIONARY SYNTHESIS",otro
3170689,RESTRICTED PARTICIPATION FOR THE PROVISION OF PUBLIC GOODS AND DONATIONS,otro
3170690,MODULATION OF GLYCINE RECEPTORS BY ? AUXILIARY SUBUNIT: A CRITICAL TARGET FOR CENTRAL PAIN SENSITIZATION,salud
3170694,LA HIDRO-MODERNIDAD DE LO COMUN: UNA ECOLOGIA POLITICA DE LOS NUEVOS MOVIMIENTOS SOCIALES POR EL AGUA EN CHILE,otro
3170695,IDENTIFICATION OF CHILEAN BIOACTIVE NATURAL COMPOUNDS FROM UGNI MOLINAE TO REDUCE ABNORMAL AGGREGATION IN MODELS OF NEURODEGENERATIVE DISEASES,salud
3170696,FABRICATION OF FERRITE/CARBON HYBRID NANOMATERIAL FOR ELECTROCHEMICAL ENERGY STORAGE APPLICATIONS,otro
3170699,ORGANIC-INORGANIC HETEROJUNCTION PEROVSKITE THIN FILM SOLAR CELLS,otro
3170703,IMPROVING THE ACCURACY OF SELECTED DISTANCE INDICATORS.,otro
3170704,ANALISIS ESPACIOTEMPORAL DE LA OCUPACION REAL DE RECINTOS HOSPITALARIOS IMPLEMENTADOS EN BIM,salud
3170706,USO DE MODELOS DE DISTRIBUCION PARA CARACTERIZAR LA BIODIVERSIDAD DE MEGAFAUNA EXTINTA E IDENTIFICAR RUTAS DE MIGRACION DE CAZADORES-RECOLECTORES EN SUDAMERICA.,otro
3170707,ASPECTOS DE HOLOGRAFIA EN TEORIAS DE EINSTEIN-MAXWELL,otro
3170710,RELEVANCE OF THE C-ABL KINASE IN GAUCHER DISEASE NEUROPATHOLOGY: CROSS TALK WITH THE NECROAPOPTOTIC RIPK3 SIGNALING PATHWAY.,salud
3170718,PHOTOSENSITIZATION OF SOLAR CELLS BY USING A REDOX PROTEIN (AZURIN) FROM EXTREMOPHILES,otro
3170732,INTERACTIVE EFFECT OF OCEAN ACIDIFICATION AND NATURAL LOW PH/HIGH PCO2 WATERS ON THE NITROGEN CYCLE AT THE MINIMUM OXYGEN ZONE: IMPACT ON MICROBIAL COMMUNITIES,otro
3170733,PESCA ESTACIONAL PREHISTORICA Y DINAMICA POBLACIONAL DE LAS ESPECIES MAS EXPLOTADAS EN EL HOLOCENO MEDIO E INICIOS DEL TARDIO EN LA COSTA CHILENA: UNA APROXIMACION DESDE LA ESCLEROCRONOLOGIA EN VERTEBRAS DE TRACHURUS MURPHYI Y SALILOTA AUSTRALIS,otro
3170734,IMPORTANCIA DE LA CARGA FRUTAL Y EL ESTRES HIDRICO EN EL INTERCAMBIO GASEOSO Y CALIDAD DE FRUTA DE ARANDANO (VACCINIUM CORYMBOSUM L.) Y CEREZO (PRUNUS AVIUM L.). UNA INTERPRETACION USANDO MODELOS BASADOS EN PROCESOS,otro
3170735,MATER CHILENSIS: MATERIALITY AND THE MATERNAL TURN IN CHILEAN CONTEMPORARY ART (1970S-PRESENT),otro
3170737,ACELERACION Y VALIDACION DE ADQUISICIONES DE DATOS DE 4D FLOW OBTENIDOS POR RESONANCIA MAGNETICA CARDIOVASCULAR.,salud
3170740,LA INTEGRACION DEL TERRITORIO PUESTA A PRUEBA: JUSTICIA ESPACIAL EN EL DESARROLLO DE ZONAS AISLADAS,otro
