código,glosa,clasificación,clasificación_normalizada
3180531,PRODUCTION OF BACTERIAL CELLULOSE MEMBRANES WITH TUNABLE WATER DIFFUSIVITIES,salud,salud
3180532,"PRESENCIA DE ALCALOIDES EN SANGRE, ORINA Y FECAS DE BOVINOS ALIMENTADOS CON FESTUCA ARUNDINACEA, INFECTADA CON HONGO ENDOFITO, NEOTYPHODIUM COENOPHIALUM Y SUS EFECTOS SOBRE LA MOSCA DE LOS CUERNOS.",salud,salud
3180534,"ESTUDIO LONGITUDINAL DE LA COGNICION EN ADULTOS MAYORES: ROL DEL SINDROME METABOLICO, FACTORES DE RIESGO CARDIOVASCULAR Y FACTORES PSICOLOGICOS EN EL CURSO Y PROGRESION DEL FUNCIONAMIENTO COGNITIVO",salud,salud
3180537,SIGNO PICTORICO Y SIGNO ESCULTORICO EN LA OBRA DE FRANCISCO MENDEZ Y CLAUDIO GIROLA.,otro,otro
3180539,UNRAVELING THE DNA OF CORALLINE ALGAE: FROM MOLECULAR DIVERSITY TO DIVERGENCE TIME IN THE MAGELLANIC SUB-ANTARCTIC AND ANTARCTIC REGIONS,otro,otro
3180547,FLUID AND HEAT MIGRATION OF AN INDUCED PLUME DUE TO REINJECTION OPERATIONS IN FRACTURED GEOTHERMAL RESERVOIRS: FROM LABORATORY SCALE MODELS TO NATURAL GEOTHERMAL SYSTEMS,otro,otro
3180550,"CARACTERIZACION DE LOS LNCRNAS LOC101927583, LINC00461, LOC100192426 Y MSC-AS1 EN FUNCION DEL PATRON DE METILACION, EXPRESION TRANSCRIPCIONAL Y EL EFECTO DE SU MODULACION SOBRE EL FENOTIPO TUMORAL EN CANCER COLORECTAL.",salud,salud
3180551,DISEÑO AVANZADO DE ELECTRODOS SUPERFICIALES PARA ESTIMULACION ELECTRICA FUNCIONAL,salud,salud
3180553,"ROLE OF MICROGLIA IN D-SERINE-MEDIATED SYNAPTIC IMPAIRMENT, NEURODEGENERATION, AND NEUROBEHAVIORAL DEFICITS ASSOCIATED TO THE DYSFUNCTION OF TGFBETA SIGNALING IN AGING",salud,salud
3180556,ROLE OF KCTD5 IN THE REGULATION OF IP3R1 CHANNELS ACTIVITY AND FOCAL ADHESIONS DYNAMICS.,salud,salud
3180557,INVESTIGATING THE ORIGIN OF NUCLEATED DWARF GALAXIES THROUGH SPECTRAL DECOMPOSITION,otro,otro
3180560,ROL DE LA PROTEINA SDHA DE PISCIRICKETTSIA SALMONIS DURANTE UN PROCESO INFECCIOSO IN VITRO,salud,salud
3180561,OPECA - OPTIMIZING PERFORMANCE AND ENERGY CONSUMPTION OF ANDROID APPLICATIONS,otro,otro
3180563,"DISEÑO Y SINTESIS DE COMPLEJOS HETEROLEPTICOS DE CU(I) DEL TIPO [CU(N,N,N)PR3]BF4 CON LIGANDOS TRIPODALES TRIS(N-HETEROARIL)METANO - POTENCIALES FOTOCATALIZADORES PARA LA FORMACION DE ENLACES C-C USANDO LUZ VISIBLE.",otro,otro
3180566,DESINFECCION DE AGUAS SERVIDAS PROVENIENTES DE UN HUMEDAL DE FLUJO SUBSUPERFICIAL POR NANOPARTICULAS DE COBRE Y HIERRO EN PRESENCIA DE RADIACION SOLAR Y H2O2.,salud,salud
3180567,NUEVO ENFOQUE DE LA BIOELECTROSINTESIS BACTERIANO-FUNGICA PARA LA BIOREDUCCION SECUENCIAL DE NOX Y CO2,salud,salud
3180569,LA DOMESTICACION EN MURTILLA REDUCE LA EMISION DE COMPUESTOS VOLATILES INDUCIDOS ASOCIADOS A INTERACCIONES TRI-TROFICAS,otro,otro
3180570,CHARACTERIZATION OF NEUROIMMUNE MOLECULES MODULATING T CELL ACTIVATION DURING HUMAN METAPNEUMOVIRUS INFECTION,salud,salud
3180572,ACTIVATION OF THE CD200/CD200R PATHWAY BY STAPHYLOCOCCUS AUREUS IN ATOPIC DERMATITIS: A POTENTIAL THERAPEUTIC TARGET,salud,salud
3180576,DEVELOPING EXCHANGE-COUPLED BINARY ALLOY NANOCOMPOSITES FOR HIGH PERFORMANCE MAGNETIC APPLICATIONS,otro,otro
3180579,MODELOS DE ARGUMENTACION JURIDICA CON PRINCIPIOS FORMALES Y REGLAS DE ORIGEN JUDICIAL (PRECEDENTE Y JURISPRUDENCIA): UNA RECONSTRUCCION TEORICA BASADA EN EL CASO CHILENO,otro,otro
3180580,PLANARIAN RETICULAR CELLS ACT AS MACROPHAGE-LIKE CELLS AND ARE REQUIRED FOR PROPER WHOLE-BODY REGENERATION,salud,salud
3180585,IMPORTANCE OF DIFFERENT SOURCES OF WATER AND NUTRIENTS FOR A FAMILY OF EPIPHYTIC DESICCATION-TOLERANT FERNS.,otro,otro
3180590,LESSON STUDY EN CHILE: VALORACIONES Y APRECIACIONES DE OBSERVADORES DE CLASES PUBLICAS STEM,otro,otro
3180592,EXTENSIONS TO THE ADS/QCD MODELS AT FINITE DENSITY,otro,otro
3180593,"ESPACIOS SOCIALES, ESPACIOS CORPORALES: ESTUDIO COMPARATIVO DE LA TEXTILIZACION DE LOS CUERPOS CHINCHORRO (COSTA DEL DESIERTO DE ATACAMA)",otro,otro
3180594,DYONIC-GAUGED SUPERGRAVITY IN DUALITY FORMALISM,otro,otro
3180602,SYNTHESIS AND BIOLOGICAL EVALUATION OF NOVEL INDOLE DERIVATIVES AS POTENTIAL MULTILIGANDS TARGETING ALZHEIMER´S DISEASE,salud,salud
3180609,ROLE OF C-TYPE LECTIN RECEPTORS IN THE INFECTIVE PROCESS OF SALMO SALAR BY THE INFECTIOUS SALMON ANEMIA VIRUS: IMPLICATIONS FOR STRAIN-SPECIFIC VIRULENCE AND FISH SUSCEPTIBILITY.,salud,salud
3180610,"""DISEÑO Y EVALUACION DE COMPLEJOS POLIPIRIDINICOS DE COBRE, SOPORTADOS EN NANOPARTICULAS DE ORO, COMO POTENCIALES AGENTES ANTICANCERIGENOS ALTERNATIVOS DIRIGIDOS A LA ESTABILIZACION DE G-QUADRUPLEX""",salud,salud
3180612,OBTENCION Y ANALISIS DE PROTEOMAS EN POBLACIONES DE CALIGUS ROGERCRESSEYI:UNA NUEVA ESTRATEGIA PARA IDENTIFICAR BLANCOS TERAPEUTICOS ESPECIFICOS,salud,salud
3180613,ANALYZING CONSERVATION STATUS OF DROMICIOPS GLIROIDES ACROSS THE GEOGRAPHIC RANGE: A SPATIALLY EXPLICIT PHYLOGEOGRAPHIC APPROACH,otro,otro
3180614,EXPRESION DE FICOCIANINA DE GRACILARIA CHILENSIS Y PORPHYRIDIUM CRUENTUM Y OBTENCION DE SUS VARIANTES DE COLORACION EN MODELOS BACTERIANOS,otro,otro
3180620,ENTANGLEMENT ENTROPY AND ADS GRAVITY,otro,otro
3180621,PAPEL DE ADENOSINA EN LA CAPACIDAD INVASIVA DE LAS GLIOBLASTOMA STEM-LIKE CELLS. EVALUACION DE UNA ESTRATEGIA TERAPEUTICA PARA DISMINUIR LA INVASION.,salud,salud
3180629,"XANTHOMONAS ARBORICOLA PV. CORYLINA: POLYPHASIC CHARACTERIZATION, AND VIRULENCE FACTORS ASSOCIATED WITH ITS PATHOGENICITY IN EUROPEAN HAZELNUT (CORYLUS AVELLANA L.) IN CHILE.",otro,otro
3180630,"UNVEILING THE IMPACT OF THE SUPERMASSIVE BLACK HOLE MASS, SPIN AND ACCRETION RATE ON THEIR LOCAL AND HOST-GALAXY ENVIRONMENTS",otro,otro
3180633,IRON-RESPONSIVE NON-CODING RNAS IN YERSINIA RUCKERI: SHEDDING LIGHTS ABOUT THEIR REGULATORY ROLES OF BACTERIAL PHYSIOLOGY,salud,salud
3180635,"BIOSINTESIS DE PIGMENTOS FUNGICOS INDUCIDOS POR UV-B CON ACTIVIDAD FOTOPROTECTORA, ANTIOXIDANTE Y ANTIINFLAMATORIA Y SU POTENCIAL USO EN LA INDUSTRIA COSMETICA Y FARMACEUTICA.",salud,salud
3180637,"NETWORKS: ALGORITHMS, DYNAMICS AND COMPLEXITY.",otro,otro
3180640,DESCRIPCION DE LA NARRACION DE EXPERIENCIA PERSONAL EN LENGUA DE SEÑAS CHILENA Y SU VARIACION SEGUN LOS AÑOS DE INMERSION EN LA LENGUA.,otro,otro
3180642,ROL DE VESICULAS EXTRACELULARES DE CELULAS MESENQUIMALES MENSTRUALES CON CONTENIDO DE NEUROPLASTINA EN LA INHIBICION DE LA APOPTOSIS DURANTE LA NEUROGENESIS ADULTA.,salud,salud
3180643,ANALISIS DE FALLA DE LA CONEXION BASE-PARED EN LOS ESTANQUES DE APOYO CONTINUO PARA ALMACENAMIENTO DE VINO,otro,otro
3180648,BIO-PRECIPITATION OF HEAVY METALS IN WASTEWATERS THROUGH MICROBIAL INDUCED CALCITE PRECIPITATION (MICP),otro,otro
3180651,NANOPARTICULAS DE AG/SIO2 Y AU/SIO2 PARA LA DETECCION DE BETA AMILOIDE MEDIANTE ESPECTROSCOPIA DE FLUORESCENCIA AMPLIFICADA POR PLASMON,salud,salud
3180653,LEPTON FLAVOR PHYSICS WITH HIGGS BOSONS: EXPERIMENTAL AND THEORETICAL STUDIES.,otro,otro
3180654,EL ROL DE LA PEDAGOGIA SORDA EN LA GENERACION DE PRACTICAS COLABORATIVAS E INTERCULTURALES PARA LA EDUCACION DE SORDOS.,otro,otro
3180655,GEOSTATISTICAL MODELING OF GEOLOGICAL UNCERTAINTY FOR MINERAL RESOURCE AND ORE RESERVE QUANTIFICATION.,otro,otro
3180656,ROL DEL AMBIENTE INFLAMATORIO EN LA EXPRESION DE CAVEOLINA-1 Y LA PROGRESION DEL CANCER DE VESICULA BILIAR.,salud,salud
3180660,EVOLUCION DE LA VIRULENCIA DEL FITOPATOGENO XANTHOMONAS ARBORICOLA PV. JUGLANDIS POR EFECTO DE BACTERIOFAGOS: UN ASPECTO RELEVANTE EN EL DESARROLLO DE FAGOTERAPIA COMO ALTERNATIVA DE CONTROL.,otro,otro
3180662,ASYMPTOTIC BEHAVIOR OF ZERO-SUM DYNAMIC GAMES,otro,otro
3180667,"IMPACTO DEL TRATAMIENTO CON EL CALCIMIMETICO CINACALCET SOBRE EL PERFIL INFLAMATORIO, ANTROPOMETRICO Y METABOLICO EN PACIENTES CON INSUFICIENCIA RENAL CRONICA",salud,salud
3180668,REVEALING UNCONSTRAINED MASS-DEPENDENT PROCESSES IN STELLAR EVOLUTION,otro,otro
3180673,FAST: A FAST LOW RESOLUTION SPECTROGRAPH FOR TRANSIENTS,otro,otro
3180675,ROL DE INTERLEUQUINA 22 SOBRE LA MICROBIOTA Y LA HOMEOSTASIS INTESTINAL DURANTE UN PROCESO INFLAMATORIO INDUCIDO POR LA DIETA EN PEZ CEBRA (DANIO RERIO),salud,salud
3180679,"""ORIGEN Y EVOLUCION DE LA VISION TRICROMATICA EN PLATIRRINOS: DESCIFRANDO LA PERCEPCION DEL COLOR EN EL NUEVO MUNDO""",otro,otro
3180682,CARACTERIZACION ESPACIAL DE LOS APORTES ESTACIONALES DE DIFERENTES FUENTES DE AGUA EN LA CUENCA DEL RIO ACONCAGUA: PRIMER ISOSCAPE ESTACIONAL DE CHILE A ESCALA DE CUENCA,otro,otro
3180683,OBTENCION DE MATERIALES POROSOS CON ACTIVIDAD ORGANOCATALITICA UTILIZANDO LA FACILIDAD DE DERIVATIZACION DE POLICETONAS.,otro,otro
3180684,"ENFERMEDADES MENTALES Y EMOCIONES EN CHILE (1750-1830): CIRCULACION DE IDEAS Y NOCIONES MEDICAS, JURIDICAS Y CULTURALES",salud,salud
3180686,THE FOUNDATION OF THEORETICAL AND PRACTICAL REASON,otro,otro
3180689,CLUSTERING DISTRIBUTED AND HIGH DIMENSIONAL DOCUMENT COLLECTIONS,otro,otro
3180691,STRUCTURAL CONTROL ON MAGMA DEGASSING AND HYDROTHERMAL FLUID CIRCULATION ALONG THE CENTRAL ANDEAN VOLCANIC ZONE (CAVZ) OF CHILE,otro,otro
3180692,"DEFINING THE ROLE OF THE EXOSPORIUM CYSTEINE-RICH PROTEINS, CDEC AND CDEM, IN THE ASSEMBLY OF THE EXOSPORIUM LAYER OF CLOSTRIDIUM DIFFICILE SPORES.",salud,salud
3180694,ESTUDIO Y DESARROLLO DE UNA FORMULACION NANOENCAPSULADA PARA EL TRATAMIENTO INMUNO-ESTIMULANTE DE IL-18 EN GANADO PORCINO.,salud,salud
3180696,CARACTERIZACION DE EFECTOS TERMICOS EN LAS PROPIEDADES DE TRANSPORTE DE FOTONES EN MEDIOS TIPO TEJIDO BIOLOGICOS MEDIANTE EL USO DE LAS FLUCTUACIONES DE INTENSIDAD EN EL UMBRAL DE ACCION DE UN RANDOM LASER,salud,salud
3180697,POTENCIAL DE ACEITES VEGETALES PARA EL DESARROLLO DE OLEOGELES COMO UNA ALTERNATIVA PARA REEMPLAZAR LAS GRASAS SATURADAS EN LA INDUSTRIA ALIMENTARIA: OPTIMIZACION DE LAS CONDICIONES DE PROCESO,otro,otro
3180700,MAGNETIC FIELD EVOLUTION IN NEUTRON STAR CORES,otro,otro
3180702,NEUROPROTECTIVE ROLE OF THE UNFOLDED PROTEIN RESPONSE (UPR) IN ALZHEIMER'S DISEASE,salud,salud
3180703,"""GUERRA FRIA CONTRA EL HAMBRE: LA PROPUESTA NORTEAMERICANA EN TIEMPOS DE GUERRA FRIA LATINOAMERICANA"" (1960-1980).",otro,otro
3180704,EFECTOS DE LA HETEROGENEIDAD ESPACIAL Y SOCIO-ECONOMICA EN LA SOSTENIBILIDAD DE LA POBLACION HUMANA: UN ANALISIS DESDE LAS REDES COMPLEJAS.,otro,otro
3180705,ADAPTACION AL CAMBIO CLIMATICO EN ZONAS COSTERAS: EL CASO DEL ARCHIPIELAGO DE CHILOE (CHILE) Y LITORAL NORTE DE SÃO PAULO (BRASIL). INTEGRACION DE CONOCIMIENTOS LOCALES Y CIENTIFICOS A TRAVES DE SIG PARTICIPATIVO,otro,otro
3180706,ACOPLAMIENTO DE NANOPARTICULAS DE ORO ANISOTROPICAS SOBRE PELICULAS DELGADAS PARA EL DESARROLLO DE NUEVOS BIOSENSORES PLASMONICOS,salud,salud
3180707,EVALUACION DE LA ASOCIACION ENTRE EL TIPO DE HOSPEDERO Y LA INFECCION POR TRYPANOSOMA CRUZI EN MEPRAIA SPINOLAI,salud,salud
3180710,SUBSIDENCE VERSUS UPLIFT ALONG THE COAST OF CENTRAL CHILE: DECIPHERING MECHANISMS OF COASTAL DEFORMATION AND ITS RELATIONSHIP WITH MEGATHRUST RUPTURE ZONES.,otro,otro
3180712,EFFECT OF FLOW ALTERATION FROM HYDROPOWER DAMS ON THE LIFE-HISTORIES OF NATIVE FISH,otro,otro
3180714,REGIONALISMOS SERTANEJOS: FIGURACIONES NEGATIVAS DE LA MODERNIZACION,otro,otro
3180716,UNDERSTANDING THE EVOLUTIONARY EARLY STAGES OF LOW MASS STARS AND BROWN DWARFS,otro,otro
3180721,"THE CONCEPT OF WORLD AND THE ""ASUBJECTIVE"" TURN OF PHENOMENOLOGY",otro,otro
3180722,DE ANGEL DEL HOGAR A INTELECTUAL (PROTO)FEMINISTA: REFLEXIONES DESDE Y SOBRE LA MUJER EN EL ENSAYO DE ESCRITORAS CHILENAS (1870-1940),otro,otro
3180724,"GENE-CENTRIC BASED BIOGEOCHEMICAL MODELING OF ANOXIC MARINE ZONES: ""FROM SINGLE-CELL GENOMICS TO OCEANIC PROCESSES""",salud,salud
3180729,EVOLVED PROTOPLANETARY DISKS WITH ALMA: DUST GROWTH IN CHAMAELEON~I AND HIGH-RESOLUTION OBSERVATIONS OF MP~MUS,otro,otro
3180738,"PROPIEDADES OPTICAS Y MAGNETICAS EN NANOESTRUCTURAS HIBRIDAS: DISEÑO, CARACTERIZACION Y APLICACIONES",otro,otro
3180742,PERTURBACIONES IONOSFERICAS PRESISMICAS Y COSISMICAS,otro,otro
3180743,CHARACTERIZATION OF CENTAUR OBJECTS AND TNOS,otro,otro
3180744,"UNICIDAD, ESTABILIDAD Y RECONSTRUCCION DE PARAMETROS EN PROBLEMAS INVERSOS",otro,otro
3180749,ROL DEL RECEPTOR DE ADENOSINA A2B EN LA CAPACIDAD DE INFILTRACION Y DIFERENCIACION MIOFIBROBLASTICA DE MONOCITOS/MACROFAGOS EN LA GLOMERULOESCLEROSIS DIABETICA,salud,salud
3180750,EXTENSIVE STUDIES OF GIANT PULSE EMITTING PULSARS,otro,otro
3180752,ENVIRONMENTAL EFFECTS ON PROPAGATION OF HIGH-DIMENSIONAL ENTANGLED STATES OF LIGHT OVER MULTICORE OPTICAL FIBERS.,otro,otro
3180753,"""¿Y SI NO TENEMOS LAS MISMAS MANOS?"": CONVERGENCIAS Y DIVERGENCIAS EN LA IDEOLOGIA LATINOAMERICANISTA, 1815 Y 1930 (DE BOLIVAR A JOSE VASCONCELOS)",otro,otro
3180754,THE MEJA APPLICATION EFFECT ON ENDOGENOUS ABA AND AUXINS OF VACCINIUM CORYMBOSUM PLANTS AND ITS ROLE IN THE AL-RESISTANCE AND WD-AVOIDANCE MECHANISMS UNDER ALUMINUM TOXICITY AND WATER DEFICIT EPISODES,otro,otro
3180762,DISEÑO DE UNA PLATAFORMA PRODUCTIVA DE SIDEROFOROS PARA SU USO EN AGRICULTURA,otro,otro
3180765,ESTUDIO DE LA CALIDAD DEL ADN Y EXPRESION GENICA EN ESPERMATOZOIDES CRIOPRESERVADOS DE SALMON DEL ATLANTICO (SALMO SALAR) Y SERIOLA (SERIOLA LALANDI) PARA ESTABLECER UN CONTROL Y TRAZABILIDAD DEL DESARROLLO EMBRIONARIA.,salud,salud
3180767,EXTREME EVENTS OF STOCHASTIC PROCESSES: DISCRETE- AND CONTINUOUS-TIME APPROXIMATIONS,otro,otro
3180771,"CONSTRUCCION DE UN MODELO DE COLABORACION EN INTERVENCIONES PSICOSOCIALES EN INFANCIA: UN ESTUDIO DE CASO MULTIPLE SOBRE SUS DINAMICAS, RESULTADOS Y MECANISMOS ASOCIADOS.",salud,salud
3180774,PREFERENCIAS ACULTURATIVAS Y BIENESTAR PSICOLOGICO EN ESCOLARES INMIGRANTES LATINOAMERICANOS Y CHILENOS,salud,salud
3180777,THEORETICAL AND NUMERICAL ANALYSIS OF SOME APPLIED STOCHASTIC MODELS,otro,otro
3180779,PROCESAMIENTO DE RELACIONES DE COHERENCIA Y APRENDIZAJE A PARTIR DE TEXTOS ESCRITOS: UNA APROXIMACION DESDE LA COHERENCIA CAUSAL,otro,otro
3180783,ROLE OF ANGIOTENSIN II TYPE 2 RECEPTOR IN THE MOLECULAR PATHOGENESIS OF HUMAN GASTRIC CARCINOMA,salud,salud
ED220031,DETECTIVES DE LA NATURALEZA,otro,otro
ED220116,ENCICLOPEDIA NATURAL: ANILLOS DE ARBOLES COMO ARCHIVOS AMBIENTALES,otro,otro
ED220133,KUSE Y LOS GUARDIANES DEL BOSQUE PERDIDO,otro,otro
ED220195,¿COMO COMO LO QUE COMO?... VALORACION DE LA NUTRICION SALUDABLE Y LAS CIENCIAS DE LOS ALIMENTOS EN LA COMUNIDAD EDUCATIVA,salud,salud
1180001,TORTURA: CONCEPTO Y EXPERIENCIA,otro,otro
1180005,ANTHROPOMETRIC HISTORY OF CHILE,salud,salud
1180009,"LOS PARTIDOS DEMOCRATA CRISTIANOS EN AMERICA LATINA. ORIGEN HISTORICO, LIDERAZGOS, EVOLUCION POLITICA Y DESEMPEÑO ELECTORAL, 1920-2017",otro,otro
1180013,RECUPERACION DE LAS FORMAS LOGICAS DE LOS ENUNCIADOS A PARTIR DE UN ANALISIS DE LAS POSIBILIDADES SEMANTICAS A LAS QUE HACEN REFERENCIA,otro,otro
1180016,SEGREGACION OCUPACIONAL POR SEXO: ETNOGRAFIA DE LAS INTERACCIONES SIMBOLICAS Y NO SIMBOLICAS EN LA FORMACION TECNICA Y/O UNIVERSITARIA PARA LA MINERIA MIXTA DEL 2035,otro,otro
1180017,MOLECULAR PROPERTIES OF LATE ACTINIDE COMPOUNDS: DO THESE ELEMENTS BEHAVE AS THEIR ISOELECTRONIC LANTHANIDES?,otro,otro
1180020,RESPONDING TO POPULISM: FROM NORMATIVE DEBATES TO THE EMPIRICAL ANALYSIS OF DEMAND-SIDE AND SUPPLY-SIDE RESPONSES,otro,otro
1180022,PROBLEMS CONCERNING ARCHAIC LEGISLATION,otro,otro
1180023,"HIGHER PERFORMANCE BURN RATE CATALYSTS FOR COMPOSITE SOLID PROPELLANTS BASED ON NANOCOMPOSITES OF FERROCENE MODIFIED DENDRIMERS, METAL NANOPARTICLES AND REDUCED GRAPHENE OXIDE",otro,otro
1180024,"USING TECHNOLOGY TO SCAFFOLD CRITICAL THINKING, COLLABORATION, CREATIVITY AND COMMUNICATION IN TEACHER EDUCATION",otro,otro
1180028,EXPERIMENTAL ANALYSIS AND MODELING OF THE DRYING OF SOLIDS USING SOLAR ENERGY IN A CONTINUOUS MULTISTAGE RECTANGULAR BASE SPOUTED BED,otro,otro
1180034,"BAYESIAN RANDOM PARTITION MODELS: CLUSTERING ALGORITHMS, DEPENDENCE, REPULSION AND APPLICATIONS",otro,otro
1180036,INTERFACES AMONG KNOT THEORY AND THE ALGEBRAS OF YOKOMUMA-HECKE AND THE BT-ALGEBRA,otro,otro
1180038,REFORMAS JUDICIALES Y ACCESO A LA JUSTICIA EN CHILE: DESDE LA SOCIOLOGIA DEL ACTUAR Y LA RECEPCION JUDICIAL (2000-2020),otro,otro
1180041,EVOLUTION EQUATIONS: NEW CHALLENGES IN THEORY AND APPLICATIONS,otro,otro
1180042,THE OXIDATIVE STRESS-NEUROINFLAMMATION SYNERGY: ROLE IN THE PERPETUATION OF ALCOHOL INTAKE AND THERAPEUTIC AVENUES,salud,salud
1180047,"PROMOCION DE MENTALIZACION Y TEORIA DE LA MENTE EN INFANCIA TEMPRANA: DISEÑO, IMPLEMENTACION Y EVALUACION DE UNA INTERVENCION PARA PERSONAL EDUCATIVO Y APODERADOS DE NIÑOS DE 3 AÑOS QUE ASISTEN A JARDIN INFANTIL",salud,salud
1180052,"THE COLONIZATION OF THE PACIFIC MIRRORED THROUGH THE STUDY OF BROUSSONETIA PAPYRIFERA, A COMMENSAL PLANT SPECIES.",otro,otro
1180054,A NOVEL MACHINE LEARNING PIPELINE FOR REAL-TIME CLASSIFICATION OF VARIABLE STARS IN THE LARGE SYNOPTIC SURVEY TELESCOPE.,otro,otro
1180056,"RECEPCION CLASICA, TRADICION Y NOVEDAD EN LOS PROYECTOS Y DISCURSOS EDUCACIONALES PARA CHILE REPUBLICANO (1810-1833).",otro,otro
1180059,"PAPOSO VALLEY METABOLOMICS PART II: ISOLATION, BIOACTIVITY, INFORMATICS AND IDENTIFICATION OF BIOACTIVE COMPOUNDS FROM ENDEMIC PLANTS OF THE ATACAMA DESERT",salud,salud
1180061,CONSTRUCCIONES MULTIVERBALES DEL ESPAÑOL: CARACTERIZACION SEMANTICO-SINTACTICA Y DISTRIBUCION DIALECTAL,otro,otro
1180062,"DATAFICACION DE ENTORNOS URBANOS E INDIVIDUOS: UN ANALISIS DE LOS DISEÑOS, PRACTICAS Y DISCURSOS DE LA PRODUCCION Y GESTION DE DATOS DIGITALES EN CHILE.",otro,otro
1180063,CALIBRATING PASSIVE SAMPLERS FOR CONTAMINANT ANALYSIS (POPS AND EMERGING CONTAMINANTS) IN STRESSED AND PRISTINE AQUATIC ECOSYSTEMS IN CHILE,otro,otro
1180066,RESOLVING THE MASS LOSS FROM STARS IN LATE EVOLUTIONARY STAGES BY HIGH SPATIAL RESOLUTION OBSERVATIONS FROM THE VISIBLE TO THE INFRARED TO THE MILLIMETER DOMAIN,otro,otro
1180069,NEW MITOCHONDRIA-TARGETED ANTI-TUMOR COMPOUNDS: SYNTHESIS OF ANTI-PROLIFERATIVE AND ANTI-MIGRATORY PHOSPHONIUM AND PYRIDINIUM SALTS DERIVED FROM ACYLPOLYPHENOLS,salud,salud
1180071,"TAM, EVIDENCIALIDAD, FENOMENOS ASOCIADOS A LA VALENCIA VERBAL Y LA CODIFICACION DE EVENTOS COMPLEJOS EN EL CASTELLANO DE CONTACTO HABLADO POR BILINGUES MAPUCHE/CASTELLANO. UN ESTUDIO COMPARATIVO DEL SISTEMA VERBAL",otro,otro
1180073,"RIEMANN SURFACES, ABELIAN VARIETIES AND THEIR MODULI SPACES.",otro,otro
1180074,"ESTADO, DESEMPLEO Y NEOLIBERALISMO: APROXIMACION HISTORICO POLITICA A LAS DISCUSIONES SOBRE EL DESEMPLEO EN ALEMANIA FEDERAL Y CHILE (LAS DECADAS DE 1970 Y 1980).",otro,otro
1180079,MERCANTILIZACION DE LAS EMOCIONES. EL LUGAR SIMBOLICO DE LAS TRABAJADORAS SEXUALES EN LAS EMOCIONES DE LOS HOMBRES DE LA GRAN MINERIA DEL COBRE.,otro,otro
1180082,TEXTURE ENGINEERING OF SEAWEEDS FOR TECHNOLOGICAL APPLICATIONS,otro,otro
1180084,NEW ORGANOCATALYSTS FOR THE ASYMMETRIC SYNTHESIS OF BIOACTIVE COMPOUNDS,otro,otro
1180092,"""¿POPULISMO EN CHILE? DE IBAÑEZ A IBAÑEZ""",otro,otro
1180096,EL DERECHO DE LAS NIÑAS Y NIÑOS A SALUD MENTAL INFANTIL. LA FUNDAMENTACION MORAL DE UNA NUEVA GARANTIA EXPLICITA EN SALUD.,salud,salud
1180100,PHYSICS AND APPLICATIONS OF LASER-PRODUCED PLASMAS AT ABOVE 10 GW/CM^2 ON TARGET LASER POWER DENSITY.,otro,otro
1180115,LA VIDA SOCIAL DE LAS PRACTICAS Y TECNOLOGIAS PARA EL CONSUMO SUSTENTABLE: UNA MIRADA SOCIOLOGICA A LA AUTOGENERACION ENERGETICA Y EL RECICLAJE DOMESTICO.,otro,otro
1180118,CORRELATIONS IN HIGH ENERGY QCD,otro,otro
1180119,BIODIVERSITY OF BACTERIAL METACOMMUNITIES IN TICKS: UNDERSTANDING THE INTERACTION OF HOSTS AND ENVIRONMENT AT THE WILDLIFE/DOMESTIC INTERFACE,salud,salud
1180121,COLLAPSE IN AGRARIAN SOCIETIES: AN ECO-DEMOGRAPHIC APPROACH TO UNDERSTAND HUMAN POPULATION DYNAMICS.,otro,otro
1180122,"GENOMIC ISLAND 3 (GI3) FROM BRUCELLA ABORTUS, DECIPHERING ITS ROLE IN PATHOGENESIS AND IMMUNITY",salud,salud
1180123,REPUBLICA Y RELIGION EN CHILE: 1883-1925,otro,otro
1180129,"EL TRABAJO CIENTIFICO EN CHILE: INSTRUMENTOS DE ACCION PUBLICA, PRACTICAS DE PRODUCCION CIENTIFICA E IDENTIDADES LABORALES",otro,otro
1180134,PREVENCION DE PROBLEMAS DE SALUD MENTAL EN PERSONAS EXPUESTAS A UN EVENTO ALTAMENTE ESTRESANTE RECIENTE: UN ESTUDIO CONTROLADO ALEATORIZADO,salud,salud
1180136,"AWKAN, WEICHAN, MALON: OCUPACION PROGRESIVA DEL TERRITORIO MAPUCHE POR PARTE DEL ESTADO DE CHILE, SIGLOS XIX Y XX. ESTUDIO DESDE LA MEMORIA Y TRADICION ORAL",otro,otro
1180139,ASTROPHYSICAL CONSEQUENCES OF MAGNETIC RECONNECTION IN PLASMAS IN CURVED SPACETIMES,otro,otro
1180153,"ENVIRONMENTAL MONITORING AND ASSESSMENT OF HEAVY METAL TRANSPORT AND FATE IN MINING-AFFECTED MOUNTAIN STREAMS OF NORTH-CENTRAL CHILE: A COMPREHENSIVE APPROACH INTEGRATING HYDRAULIC, HYDROLOGIC, GEOCHEMICAL, AND MODELING ISSUES.",otro,otro
1180157,AUTOCRINE/PARACRINE INTERLEUKIN-6 AND MYOSTATIN CONTROL OF VSMC DIFFERENTIATION UNDER EXERCISE AND RESTING,salud,salud
